City,Year,Shell,Volume,Mileage,Transmission,Rudder,Gear,CustomsCleared,Type Engine,Company,Model,Price
Усть-Каменогорск,2005,седан,3.0,9503,автомат,слева,задний привод,Да,бензин,Lexus,GS 300,5500000
Актау,1997,седан,1.6,284341,механика,слева,передний привод,Да,бензин,Opel,Vectra,1300000
Алматы,2005,седан,2.0,78000,механика,справа,передний привод,Нет,бензин,Honda,Accord,2610000
Алматы,2015,хэтчбек,1.6,92000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2191 (лифтбек),2500000
Алматы,2003,седан,3.2,78000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,E 320,3200000
Атырау,2015,седан,1.6,91000,типтроник,слева,передний привод,Да,бензин,Kia,Cerato,5900000
Кызылорда,2003,хэтчбек,1.6,200300,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2112 (хэтчбек),550000
Алматы,2008,кроссовер,2.4,91000,автомат,справа,передний привод,Нет,бензин,Honda,CR-V,2726000
Узынагаш,1992,седан,2.3,333,механика,слева,передний привод,Да,бензин,Audi,100,950000
Костанай,2011,седан,1.6,175000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2190 (седан),1500000
Атырау,2010,седан,1.6,195000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2115 (седан),1400000
Алматы,2009,минивэн,1.8,87000,вариатор,справа,передний привод,Да,бензин,Toyota,Wish,2726000
Алматы,2017,седан,3.0,25000,типтроник,слева,полный привод,Да,бензин,BMW,740,35000000
Алматы,2008,минивэн,2.4,3300000,автомат,справа,передний привод,Да,бензин,Honda,Elysion,3300000
Алматы,2008,минивэн,2.4,87000,автомат,справа,передний привод,Да,бензин,Honda,Elysion,3300000
Алматы,2007,кроссовер,2.0,84000,автомат,справа,полный привод,Нет,бензин,Honda,Crossroad,2610000
Есик,1994,универсал,2.0,258,механика,слева,полный привод,Да,бензин,Subaru,Legacy,1300000
Нур-Султан (Астана),1999,кроссовер,1.6,230000,механика,справа,полный привод,Нет,бензин,Toyota,Cami,2300000
Алматы,2007,седан,2.5,65000,автомат,справа,задний привод,Нет,бензин,Toyota,Mark X,2320000
Шымкент,2014,седан,2.5,92500,вариатор,слева,передний привод,Да,бензин,Nissan,Teana,7738000
Алматы,1991,хэтчбек,2.0,654231,механика,слева,передний привод,Да,газ-бензин,Mitsubishi,Galant,1150000
Алматы,2008,минивэн,2.0,80000,вариатор,справа,полный привод,Нет,бензин,Nissan,Serena,2550000
Алматы,2008,минивэн,3.5,98000,автомат,справа,задний привод,Нет,бензин,Nissan,Elgrand,3310000
Караганда,2019,седан,1.6,14643,автомат,слева,полный привод,Да,бензин,Volkswagen,Polo,6280000
Алматы,2006,универсал,3.0,190000,автомат,слева,полный привод,Да,бензин,Subaru,Outback,6000000
Актау,2008,кроссовер,3.5,149,автомат,слева,полный привод,Да,бензин,Lexus,RX 350,9300000
Караганда,2007,внедорожник,4.5,179814,автомат,слева,полный привод,Да,газ-бензин,Toyota,Land Cruiser,11250000
Кызылорда,2013,седан,1.6,141000,автомат,слева,передний привод,Да,бензин,Kia,Cerato,5500000
Алматы,2009,купе,3.8,17000,робот,слева,полный привод,Да,бензин,Nissan,GT-R,34600000
Караганда,2019,кроссовер,2.0,30964,вариатор,слева,передний привод,Да,бензин,Nissan,Qashqai,9300000
Алматы,2007,седан,2.5,61000,автомат,справа,задний привод,Нет,бензин,Toyota,Mark X,2320000
Алматы,1993,универсал,2.0,348442,механика,слева,полный привод,Да,бензин,Subaru,Legacy,1500000
Алматы,2008,седан,2.5,42000,вариатор,справа,передний привод,Нет,бензин,Nissan,Teana,2650000
Кокшетау,2011,кроссовер,3.5,195000,автомат,слева,полный привод,Да,бензин,Toyota,Highlander,12500000
Шымкент,2010,седан,1.8,126455,автомат,слева,передний привод,Да,бензин,Chevrolet,Cruze,3200000
Алматы,2008,минивэн,2.4,46000,вариатор,справа,передний привод,Нет,бензин,Toyota,Vellfire,3300000
Жанаозен,2006,седан,4.6,326000,автомат,слева,задний привод,Да,бензин,Lexus,LS 460,5000000
Караганда,2013,кроссовер,1.8,91000,вариатор,слева,передний привод,Да,бензин,Mitsubishi,ASX,5500000
Алматы,2007,минивэн,2.4,67000,автомат,справа,передний привод,Нет,бензин,Honda,Elysion,2700000
Жетысай,2007,хэтчбек,1.5,2,механика,слева,полный привод,Нет,бензин,ВАЗ (Lada),2107,500000
Алматы,2010,минивэн,2.0,40000,вариатор,справа,полный привод,Нет,бензин,Toyota,Isis,2610000
Алматы,2013,хэтчбек,1.6,152000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2114 (хэтчбек),1750000
Алматы,2008,минивэн,1.8,70000,автомат,справа,передний привод,Да,бензин,Honda,Stream,2437000
Алматы,2010,минивэн,2.4,57000,вариатор,справа,передний привод,Нет,бензин,Toyota,Vellfire,3480000
Алматы,1993,седан,2.8,323232,механика,слева,задний привод,Да,бензин,Mercedes-Benz,E 280,2100000
Алматы,2009,минивэн,1.8,57000,вариатор,справа,передний привод,Нет,бензин,Toyota,Wish,2726000
Алматы,2000,внедорожник,3.0,96000,механика,справа,полный привод,Нет,дизель,Isuzu,Bighorn,3306000
Шымкент,2011,седан,1.5,3000000,механика,слева,передний привод,Да,газ-бензин,Daewoo,Nexia,1050000
Талдыкорган,2000,фургон,2.8,200000,автомат,справа,полный привод,Да,дизель,Mitsubishi,Delica,5000000
Темиртау,1989,седан,2.3,228000,механика,слева,задний привод,Да,бензин,Mercedes-Benz,E 230,1100000
Алматы,2010,кроссовер,2.4,68000,автомат,справа,полный привод,Нет,бензин,Toyota,Harrier,3422000
Алматы,2014,внедорожник,5.7,49000,автомат,слева,полный привод,Да,бензин,Lexus,LX 570,27500000
Алматы,2001,кроссовер,2.0,140000,автомат,справа,полный привод,Да,бензин,Toyota,RAV 4,3650000
Шымкент,2014,седан,1.6,175000,механика,слева,передний привод,Да,бензин,Toyota,Corolla,5800000
Алматы,2004,седан,3.0,80000,автомат,справа,задний привод,Нет,бензин,Toyota,Aristo,2030000
Алматы,2016,кроссовер,2.0,49000,вариатор,слева,полный привод,Да,бензин,Toyota,RAV 4,12000000
Алматы,2013,седан,3.5,76000,типтроник,слева,полный привод,Да,бензин,Lexus,GS 350,16700000
Караганда,2007,кроссовер,3.5,388400,автомат,слева,полный привод,Да,бензин,Lexus,RX 350,7680000
Нур-Султан (Астана),1991,седан,2.0,160000,механика,слева,задний привод,Да,бензин,Mercedes-Benz,190,1350000
Алматы,2002,хэтчбек,2.4,220000,автомат,слева,передний привод,Да,бензин,Chrysler,PT Cruiser,2700000
Семей,1998,седан,2.0,256000,автомат,справа,задний привод,Да,бензин,Toyota,Chaser,2700000
Айтеке би,2007,седан,3.5,280000,типтроник,слева,передний привод,Да,бензин,Toyota,Camry,5200000
Караганда,1995,хэтчбек,2.0,415000,механика,слева,передний привод,Да,бензин,Opel,Vectra,750000
Нур-Султан (Астана),2014,седан,1.5,182000,механика,слева,передний привод,Да,бензин,Lifan,Celliya,1950000
Есик,1989,хэтчбек,2.0,358065,механика,слева,передний привод,Да,бензин,Nissan,Bluebird,555557
Караганда,2008,минивэн,1.9,220000,механика,слева,передний привод,Да,дизель,Volkswagen,Sharan,4000000
Кызылорда,2000,седан,2.7,318000,типтроник,слева,передний привод,Да,бензин,Chrysler,300M,1700000
Нур-Султан (Астана),1994,седан,0.2,333333,механика,слева,задний привод,Да,бензин,BMW,520,1450000
Алматы,2006,седан,2.0,300000,типтроник,слева,передний привод,Да,бензин,Volkswagen,Passat,2800000
Алматы,1996,седан,3.0,240000,автомат,слева,задний привод,Да,бензин,BMW,730,1750000
Алматы,1991,седан,2.0,300,механика,слева,передний привод,Да,бензин,Volkswagen,Passat,1100000
Алматы,2004,купе,5.5,79000,типтроник,слева,задний привод,Да,бензин,Mercedes-Benz,SL 55 AMG,14800000
Алматы,2002,микровэн,2.0,150000,механика,слева,передний привод,Да,бензин,Toyota,Corolla Verso,4200000
Атырау,2014,пикап,2.4,305660,механика,слева,передний привод,Да,бензин,Great Wall,Wingle 5,1418157
Атырау,1993,седан,2.0,153,механика,слева,задний привод,Да,бензин,BMW, 1993,10000
Алматы,1992,микровэн,2.0,250,механика,слева,передний привод,Да,бензин,Mitsubishi,Space Wagon,1100000
Атырау,2007,седан,1.6,300000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2170 (седан),920000
Тараз,1995,кроссовер,2.0,2510000,автомат,справа,полный привод,Да,бензин,Mitsubishi,RVR,1750000
Шымкент,1992,седан,2.0,1234567,механика,справа,передний привод,Да,газ-бензин,Opel,Vectra,600000
Шымкент,1994,седан,2.5,525,механика,слева,задний привод,Да,бензин,BMW,525,1600000
Туркестан,2005,хэтчбек,0.8,135000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),11113 Ока,450000
Жаркент,2017,минивэн,2.2,85000,типтроник,слева,передний привод,Да,дизель,Kia,Carnival,10700000
Усть-Каменогорск,2001,минивэн,3.4,78000,автомат,справа,полный привод,Да,бензин,Toyota,Granvia,5950000
Алматы,2018,седан,1.6,5100,вариатор,слева,передний привод,Да,бензин,Toyota,Corolla,8500000
Актобе,2017,седан,2.5,85000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,10100000
Нур-Султан (Астана),2018,седан,1.6,28335,автомат,слева,передний привод,Да,бензин,Hyundai,Accent,6550000
Уральск,2013,седан,1.6,163000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2170 (седан),1450000
Кызылорда,2001,внедорожник,3.0,1111,автомат,слева,полный привод,Да,газ-бензин,Toyota,Highlander,5050000
Тараз,2013,внедорожник,4.6,125000,автомат,слева,полный привод,Да,газ-бензин,Toyota,Land Cruiser,19000000
Атырау,2010,хэтчбек,1.6,114000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),1100000
Караганда,2010,внедорожник,5.7,180000,автомат,слева,полный привод,Да,газ-бензин,Lexus,LX 570,17500000
Костанай,2013,седан,1.6,80000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2170 (седан),2600000
Степногорск,1997,минивэн,2.0,24000,автомат,справа,полный привод,Да,бензин,Toyota,Ipsum,3000000
Алматы,2011,седан,1.5,235241,механика,слева,передний привод,Да,бензин,Daewoo,Nexia,1400000
Алматы,2000,внедорожник,4.7,450615,автомат,слева,полный привод,Да,бензин,Jeep,Grand Cherokee,2800000
Талдыкорган,1996,седан,1.8,300000,автомат,слева,передний привод,Да,бензин,Audi,A4,1480000
Алматы,1995,седан,2.0,334050,механика,слева,задний привод,Да,бензин,Opel,Omega,980000
Нур-Султан (Астана),2014,седан,1.6,130000,автомат,слева,передний привод,Да,бензин,Nissan,Almera,2700000
Алматы,2014,седан,1.4,80000,автомат,слева,передний привод,Да,бензин,Hyundai,Accent,5100000
Жанаозен,1994,седан,2.0,289000,механика,слева,передний привод,Да,газ-бензин,Volkswagen,Passat,1300000
Талгар,1992,седан,1.6,155000,механика,слева,передний привод,Да,бензин,Opel,Vectra,500000
Актау,1997,внедорожник,3.0,312000,автомат,справа,полный привод,Да,дизель,Toyota,Land Cruiser Prado,4400000
Актобе,1992,седан,2.0,250000,механика,слева,передний привод,Да,газ-бензин,Volkswagen,Passat,1200000
Алматы,1994,хэтчбек,1.8,215000,автомат,слева,передний привод,Да,бензин,Volkswagen,Golf,1650000
Жетысай,1996,хэтчбек,1.6,130000,механика,слева,задний привод,Нет,бензин,ВАЗ (Lada),2106,870000
Алматы,2003,седан,2.4,9999999,автомат,слева,передний привод,Да,газ-бензин,Toyota,Camry,4000000
Усть-Каменогорск,2007,пикап,3.5,258000,автомат,слева,полный привод,Да,газ-бензин,Mitsubishi,L200,6500000
Шымкент,2001,седан,1.8,370000,механика,слева,задний привод,Да,бензин,BMW,318,2300000
Алматы,2003,седан,2.2,300000,типтроник,слева,задний привод,Да,дизель,Mercedes-Benz,E 220,2500000
Шымкент,2004,кроссовер,3.3,222,типтроник,слева,полный привод,Да,газ-бензин,Lexus,RX 330,6100000
Алматы,2013,кроссовер,2.0,83000,автомат,слева,полный привод,Да,бензин,Toyota,RAV 4,8850000
Алматы,2011,седан,1.5,150,механика,слева,передний привод,Да,бензин,ЗАЗ,Chance,1050000
Алматы,2000,седан,3.2,399000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,C 320,2950000
Нур-Султан (Астана),2020,кроссовер,1.8,15000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),XRAY,6300000
Талдыкорган,1993,хэтчбек,2.0,2563,механика,слева,передний привод,Да,бензин,Mazda,Cronos,1100000
Шымкент,2004,седан,2.2,2222816,механика,слева,задний привод,Нет,газ-бензин,BMW,520,2800000
Нур-Султан (Астана),2012,седан,1.6,280000,механика,слева,передний привод,Да,бензин,Daewoo,Nexia,10000
Петропавловск,2010,седан,2.5,171000,автомат,слева,передний привод,Да,газ-бензин,Toyota,Camry,6300000
Караганда,2012,кроссовер,2.4,140000,вариатор,слева,полный привод,Да,бензин,Mitsubishi,Outlander,6200000
Шымкент,2007,внедорожник,4.8,197000,типтроник,слева,полный привод,Да,бензин,BMW,X5,6000000
Нур-Султан (Астана),2019,седан,2.0,28000,автомат,слева,передний привод,Да,бензин,Kia,Optima,8950000
Павлодар,2013,хэтчбек,1.6,100000,автомат,слева,передний привод,Да,бензин,Kia,Cee’d,5200000
Нур-Султан (Астана),2000,седан,1.5,28000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),21099 (седан),470000
Шелек,1986,универсал,1.6,380,механика,слева,полный привод,Да,бензин,ЛуАЗ,969,280000
Шымкент,2014,седан,1.6,105000,автомат,слева,передний привод,Да,бензин,Hyundai,Elantra,5700000
Караганда,1998,седан,3.2,280000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,E 320,2500000
Семей,2014,седан,1.6,142,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2170 (седан),2400000
Кызылорда,2004,седан,1.5,227841,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2115 (седан),650000
Атырау,2008,универсал,1.4,151000,механика,слева,передний привод,Нет,бензин,Volkswagen,Golf,3000000
Кокшетау,2014,кроссовер,2.0,78000,механика,слева,передний привод,Да,бензин,Geely,Emgrand X7,4200000
Костанай,2003,седан,2.0,315000,автомат,слева,передний привод,Да,газ,Hyundai,Sonata,2400000
Шымкент,1990,седан,1.8,1234567,механика,слева,передний привод,Да,газ-бензин,Mitsubishi,Galant,1150000
Алматы,2003,седан,3.2,250000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,S 320,4000000
Семей,1996,седан,2.0,33333,автомат,справа,передний привод,Да,бензин,Toyota,Camry Lumiere,1800000
Павлодар,1986,купе,2.0,306510,механика,слева,передний привод,Да,бензин,Mazda,626,850000
Кызылорда,1996,микроавтобус,2.9,500000,механика,слева,задний привод,Да,дизель,Mercedes-Benz,Sprinter,2500000
Шымкент,2010,седан,1.5,195000,механика,слева,передний привод,Да,бензин,Daewoo,Nexia,1500000
Караганда,2012,кроссовер,2.0,120000,механика,слева,передний привод,Да,бензин,Toyota,RAV 4,7200000
Алматы,2019,седан,1.6,5915,автомат,слева,передний привод,Да,бензин,Renault,Logan,5800000
Алматы,1993,седан,2.3,2534212,механика,слева,задний привод,Да,бензин,Mercedes-Benz,E 230,1200000
Алматы,1995,седан,1.8,300,автомат,справа,передний привод,Да,бензин,Toyota,Corona,1950000
Шымкент,1991,седан,2.2,222222,автомат,слева,передний привод,Да,бензин,Mazda,626,700000
Актау,2006,минивэн,2.4,200000,вариатор,справа,полный привод,Да,газ-бензин,Toyota,Estima,5250000
Алматы,2011,минивэн,1.5,46739,вариатор,справа,передний привод,Нет,бензин,Honda,Freed,2300000
Алматы,2006,седан,3.5,304810,автомат,слева,передний привод,Нет,бензин,Toyota,Camry,3800000
Алматы,2013,седан,2.5,79000,типтроник,слева,передний привод,Да,бензин,Toyota,Camry,8600000
Алматы,1992,седан,2.5,414000,автомат,слева,передний привод,Да,бензин,Volvo,850,750000
Уральск,1995,универсал,1.8,350000,механика,слева,передний привод,Нет,бензин,Volkswagen,Passat,1150000
Шымкент,1991,хэтчбек,1.5,392226,механика,слева,передний привод,Да,бензин,Mitsubishi,Lancer,1200000
Шымкент,1994,седан,1.6,552443,механика,слева,передний привод,Да,бензин,Opel,Vectra,850000
Караганда,2011,седан,2.0,153000,типтроник,слева,передний привод,Да,бензин,Hyundai,Sonata,5300000
Алматы,2020,кроссовер,2.0,2500,автомат,слева,передний привод,Да,бензин,Hyundai,Tucson,10800000
Шымкент,2018,минивэн,2.2,21000,автомат,слева,передний привод,Да,дизель,Kia,Carnival,13000000
Актау,2010,седан,1.5,150000,механика,слева,задний привод,Да,бензин,ВАЗ (Lada),2107,950000
Нур-Султан (Астана),2000,седан,1.6,50000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2170 (седан),600000
Алматы,1997,седан,1.8,300000,механика,слева,передний привод,Да,бензин,Daewoo,Leganza,600000
Актобе,2002,седан,2.0,85000,механика,слева,передний привод,Да,бензин,Nissan,Maxima,750000
Аксукент,2012,седан,1.6,150000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2115 (седан),1900000
Усть-Каменогорск,2004,седан,2.4,240000,автомат,справа,полный привод,Нет,бензин,Toyota,Camry,3500000
Тараз,2009,кроссовер,2.5,137598,автомат,слева,полный привод,Да,бензин,Subaru,Forester,5900000
Уральск,2007,седан,1.6,111111,механика,слева,передний привод,Нет,бензин,Daewoo,Nexia,1000000
Кызылорда,2004,кроссовер,3.3,212000,автомат,слева,полный привод,Да,бензин,Lexus,RX 330,6800000
Алматы,2014,седан,1.6,73000,типтроник,слева,передний привод,Да,газ-бензин,Hyundai,Accent,5150000
Талдыкорган,2003,седан,2.4,9999999,автомат,слева,передний привод,Да,газ-бензин,Toyota,Camry,4000000
Семей,2004,минивэн,2.4,220000,автомат,справа,передний привод,Нет,газ-бензин,Toyota,Ipsum,2800000
Экибастуз,1993,хэтчбек,1.6,100000,механика,слева,передний привод,Да,бензин,Volkswagen,Golf,1300000
Талдыкорган,2014,седан,1.6,15000,механика,слева,передний привод,Да,бензин,Daewoo,Nexia,1700000
Алматы,2010,седан,4.4,130000,автомат,слева,полный привод,Да,бензин,BMW,750,12000000
Нур-Султан (Астана),2014,седан,2.0,90000,автомат,слева,задний привод,Да,бензин,BMW,520,9500000
Нур-Султан (Астана),2014,седан,1.6,151233,автомат,слева,передний привод,Да,газ-бензин,Hyundai,Accent,4350000
Актобе,2000,седан,1.6,50000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2170 (седан),600000
Алматы,2017,внедорожник,4.6,100000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser,32500000
Нур-Султан (Астана),2008,седан,2.4,265000,автомат,слева,передний привод,Да,бензин,Honda,Accord,4290000
Нур-Султан (Астана),2001,универсал,1.6,162000,механика,слева,передний привод,Да,бензин,Opel,Astra,1500000
Алматы,2007,родстер,5.5,53000,типтроник,слева,задний привод,Да,бензин,Mercedes-Benz,SL 55 AMG,12000000
Нур-Султан (Астана),2014,седан,1.6,120000,автомат,слева,передний привод,Да,бензин,Kia,Cerato,5100000
Аксу,1995,седан,2.8,482000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,S 320,4000000
Алматы,1996,универсал,1.8,270000,автомат,справа,полный привод,Да,газ-бензин,Toyota,Sprinter Carib,2350000
Алматы,2015,седан,1.6,92200,автомат,слева,передний привод,Да,бензин,Hyundai,Elantra,6200000
Алматы,2013,родстер,1.2,130000,механика,слева,передний привод,Да,бензин,Volkswagen,Caddy,5800000
Алматы,1995,седан,2.8,200000,механика,слева,передний привод,Да,бензин,Audi,A6,2200000
Алматы,1993,хэтчбек,1.6,275800,механика,слева,передний привод,Да,бензин,Toyota,Carina E,2050000
Усть-Каменогорск,2000,седан,1.8,199000,механика,слева,задний привод,Да,бензин,BMW,318,3200000
Тараз,2014,универсал,1.6,110000,механика,слева,передний привод,Да,газ-бензин,ВАЗ (Lada),2194 (универсал),2350000
Актау,2015,лифтбек,1.4,74000,автомат,слева,передний привод,Да,бензин,Skoda,Octavia,6500000
Алматы,2019,внедорожник,4.6,19000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser,38200000
Актобе,2007,седан,1.5,118000,механика,слева,передний привод,Нет,бензин,Chevrolet,Lanos,900000
Нур-Султан (Астана),2013,кроссовер,1.6,59256,автомат,слева,передний привод,Да,бензин,Nissan,Juke,5299999
Алматы,2002,седан,3.0,151200,автомат,слева,передний привод,Да,бензин,Lexus,ES 300,5000000
Уральск,2000,хэтчбек,1.4,223000,механика,слева,передний привод,Нет,бензин,Renault,Megane,800000
Шымкент,2020,седан,1.6,19000,автомат,слева,передний привод,Да,бензин,Kia,Rio,7350000
Туркестан,2002,седан,3.0,175000,автомат,слева,задний привод,Да,бензин,Toyota,Camry,4600000
Уральск,1993,хэтчбек,1.8,44444,механика,слева,передний привод,Да,бензин,Volkswagen,Golf,1500000
Кокшетау,1995,седан,2.5,234000,автомат,справа,передний привод,Да,бензин,Mitsubishi,Diamante,1300000
Нур-Султан (Астана),2002,внедорожник,4.7,360000,автомат,слева,задний привод,Да,газ-бензин,Toyota,Sequoia,5500000
Уральск,2008,седан,1.6,166000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2115 (седан),850000
Алматы,2018,универсал,2.5,47000,вариатор,слева,полный привод,Да,бензин,Subaru,Forester,14577888
Нур-Султан (Астана),2014,кроссовер,1.6,53000,автомат,слева,передний привод,Да,бензин,Nissan,Juke,5599999
Нур-Султан (Астана),2012,хэтчбек,1.6,148000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2172 (хэтчбек),1650000
Алматы,1994,седан,2.0,180000,механика,слева,передний привод,Да,бензин,Audi,80,1850000
Актау,2020,седан,1.6,9000,автомат,слева,передний привод,Да,бензин,ВАЗ (Lada),Vesta,5280000
Алматы,2003,универсал,4.7,237699,автомат,слева,полный привод,Нет,газ-бензин,Toyota,4Runner,7700000
Алматы,2002,кроссовер,3.5,218824,вариатор,слева,полный привод,Да,бензин,Nissan,Murano,2950000
Алматы,2006,кроссовер,2.0,189000,автомат,слева,полный привод,Да,бензин,Toyota,RAV 4,6200000
Нур-Султан (Астана),2004,седан,5.0,260000,типтроник,слева,полный привод,Да,бензин,Mercedes-Benz,S 500,3499999
Актау,2013,внедорожник,4.0,125000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,18000000
Сарыагаш,1995,седан,1.8,7777777,механика,слева,передний привод,Да,газ-бензин,Mazda,626,1150000
Павлодар,2011,седан,2.0,170000,автомат,слева,передний привод,Да,бензин,Kia,K5,5000000
Алматы,2012,седан,1.5,350000,механика,слева,передний привод,Да,бензин,Daewoo,Nexia,1400000
Алматы,2001,внедорожник,3.0,350000,автомат,слева,полный привод,Да,бензин,Mitsubishi,Montero Sport,4200000
Актобе,2018,седан,1.6,30000,автомат,слева,передний привод,Да,бензин,Kia,Rio,6200000
Алматы,1994,седан,1.8,237275,механика,слева,передний привод,Да,бензин,Audi,A4,1100000
Ушарал,2000,кроссовер,3.0,230000,автомат,слева,полный привод,Нет,бензин,Lexus,RX 300,1888888
Кызылту,2003,седан,1.5,2560000,автомат,справа,передний привод,Нет,бензин,Nissan,Bluebird,600000
Туркестан,1993,седан,2.0,1234567,механика,слева,задний привод,Да,бензин,BMW,320,2500000
Алматы,2008,седан,2.4,194000,автомат,слева,передний привод,Да,газ-бензин,Toyota,Camry,4800000
Нур-Султан (Астана),1994,хэтчбек,2.5,300000,механика,слева,передний привод,Да,бензин,Mazda,626,900000
Шымкент,1992,седан,1.6,324902,механика,слева,передний привод,Да,бензин,Opel,Astra,880000
Шымкент,1992,седан,1.8,385464,механика,слева,передний привод,Да,бензин,Opel,Vectra,500000
Нур-Султан (Астана),2008,седан,1.5,255000,вариатор,слева,передний привод,Да,гибрид,Toyota,Prius,3500000
Каркаралинск,2003,универсал,2.0,347000,механика,слева,передний привод,Да,бензин,Mitsubishi,Lancer,1000000
Есик,1989,хэтчбек,2.0,22222,механика,слева,передний привод,Да,бензин,Mitsubishi,Galant,1000000
Семей,2002,седан,1.6,211000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),21099 (седан),1200000
Петропавловск,2001,хэтчбек,1.4,240000,механика,слева,передний привод,Нет,бензин,Volkswagen,Golf,1500000
Уральск,2003,универсал,2.4,175000,автомат,слева,передний привод,Нет,газ-бензин,Toyota,Ipsum,2790000
Алматы,2015,кроссовер,2.0,84000,автомат,слева,полный привод,Да,бензин,Nissan,X-Trail,8000000
Актау,2004,хэтчбек,1.6,260000,механика,справа,передний привод,Да,газ-бензин,ВАЗ (Lada),2112 (хэтчбек),950000
Петропавловск,2001,седан,2.0,415000,автомат,справа,передний привод,Нет,газ-бензин,Nissan,Cefiro,1300000
Караганда,2009,кроссовер,3.0,185000,типтроник,слева,полный привод,Да,бензин,BMW,X5,6800000
Нур-Султан (Астана),1992,хэтчбек,1.8,123456,механика,слева,передний привод,Да,бензин,Opel,Astra,700000
Нур-Султан (Астана),2013,внедорожник,4.0,140000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,18600000
Павлодар,2002,хэтчбек,1.6,146000,механика,слева,передний привод,Да,бензин,Mercedes-Benz,A 140,2300000
Алматы,2007,седан,2.4,170000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,5430000
Алматы,2003,кроссовер,3.0,300000,автомат,слева,полный привод,Да,газ-бензин,Mazda,Tribute,3900000
Алматы,2007,микроавтобус,2.4,366000,механика,слева,задний привод,Да,дизель,Ford,Transit,4200777
Семей,2010,седан,1.5,222,механика,слева,задний привод,Нет,бензин,ВАЗ (Lada),2107,900000
Актобе,2004,седан,1.5,9999,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),21099 (седан),570000
Сарыозек,1988,хэтчбек,2.0,111111,механика,слева,передний привод,Да,бензин,Mazda,626,780000
Нур-Султан (Астана),2005,внедорожник,2.7,285000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,8350000
Шымкент,2007,седан,1.5,190000,механика,слева,передний привод,Нет,бензин,Daewoo,Nexia,780000
Алматы,2004,седан,5.5,35500,автомат,слева,задний привод,Да,бензин,Maybach,57,43000000
Тараз,1989,седан,2.0,436000,механика,слева,задний привод,Да,бензин,Mercedes-Benz,E 200,1100000
Кульсары,2013,универсал,1.6,154000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2171 (универсал),1800000
Нур-Султан (Астана),2005,седан,2.5,110000,автомат,справа,полный привод,Нет,бензин,Toyota,Brevis,3400000
Кокшетау,2019,кроссовер,2.5,17100,вариатор,слева,полный привод,Да,бензин,Subaru,Forester,17000000
Алматы,1992,седан,1.6,1111111,механика,слева,передний привод,Да,бензин,Nissan,Primera,1100000
Нур-Султан (Астана),1999,седан,2.4,333333,автомат,слева,задний привод,Да,газ-бензин,Mercedes-Benz,E 240,3150000
Кульсары,1998,седан,2.0,150000,механика,слева,передний привод,Нет,бензин,Toyota,Avensis,2200000
Туркестан,2009,универсал,1.6,180000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),1117 (универсал),1100000
Семей,2010,кроссовер,4.4,17000,типтроник,слева,полный привод,Да,бензин,BMW,X6,8000000
Уральск,2011,хэтчбек,1.5,147000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),1150000
Шымкент,2014,седан,1.6,79136,автомат,слева,передний привод,Да,бензин,Hyundai,Accent,5150000
Шымкент,2019,кроссовер,2.0,19963,вариатор,слева,передний привод,Да,дизель,Renault Samsung,QM6,7950000
